Node,Airport Name,Lon,Lat
SKW, Skwentna Airport,-151.1879783,61.9659232
LAS, McCarran International,-115.1611199,36.0861034
CKD, Crooked Creek Airport,-158.1319634,61.8670574
GNU, Goodnews,-161.5875,59.1188889
HCR, Holy Cross Airport,-159.7729269,62.1908445
HPB, Hooper Bay Airport,-166.1478021,61.52474885
HSL, Huslia Airport,-156.3509979,65.6978989
KGX, Grayling Airport,-160.0673191,62.8890322
KPN, Kipnuk Airport,-164.0323131,59.9353286
MLL, Marshall Don Hunter Sr.,-162.0320792,61.8658239
MOU, Mountain Village Airport,-163.6843667,62.0944378
NUI, Nuiqsut Airport,-151.0052334,70.20999965
PIZ, Point Lay LRRS,-162.834962,69.724382
PQS, Pilot Station Airport,-162.900546,61.9348255
SMK, St. Michael Airport,-162.1124452,63.4842682
TLT, Tuluksak Airport,-160.9660798,61.0985829
WTL, Tuntutuliak Airport,-162.6565166,60.3504323
RSN, Ruston Regional,-92.5890211,32.5136789
YIP, Willow Run,-75.240028,40.180337
APA, Centennial,-104.8769227,39.579155
BUR, Bob Hope,-2.5507889,51.4598516
HHR, Jack Northrop Field/Hawthorne Municipal,-118.3351929,33.9229786
LGB, Long Beach Airport,-118.1534124,33.81683295
ONT, Ontario International,15.90652904,49.2047944
TKF, Truckee Tahoe,-120.2305019,39.3519001
VNY, Van Nuys Airport,-118.4901484,34.20713175
YAK, Yakutat Airport,-139.6440808,59.50081355
ELM, Elmira/Corning Regional,-76.89199038,42.1608441
JAX, Jacksonville International,-81.69245135,30.4947303
RIC, Richmond International,-123.1798642,49.193044
SCE, University Park,-1.200295693,52.9387428
PBI, Palm Beach International,-80.09248651,26.6859478
MYK, May Creek Airport,-142.6875629,61.3362898
BGR, Bangor International,-68.81941486,44.8072619
BNA, Nashville International,-86.68308703,36.11958985
CAK, Akron-Canton Regional,-81.53619425,41.07251425
CVG, Cincinnati/Northern Kentucky International,-84.66516173,39.04990715
EWR, Newark Liberty International,-74.17725485,40.68906405
GRR, Gerald R. Ford International,-85.5348824,42.8766147
LEX, Blue Grass,-90.7659148,41.5097808
LIT, Bill and Hillary Clinton Nat Adams Field,-92.222777,34.729671
MEM, Memphis International,-89.97689467,35.04625645
PVD, Theodore Francis Green State,-71.4285882197495,41.72243995
SAV, Savannah/Hilton Head International,-81.19770645,32.12423765
SDF, Louisville Muhammad Ali International,-85.735407563811,38.1716962
TUL, Tulsa International,-95.88673843,36.19700895
DFW, Dallas/Fort Worth International,-97.04652205,32.89651945
MSN, Dane County Regional-Truax Field,-89.33774534,43.1420815
PDX, Portland International,-122.5927798,45.5871326
PSC, Tri Cities,-119.0921006,46.2306739
SAT, San Antonio International,-76.53263484,3.36830785
SBA, Santa Barbara Municipal,-73.2903149,6.3799335
ILI, Iliamna Airport,-154.9113769,59.7560681
KNK, Kokhanok Airport,-154.7967494,59.4348297
NNL, Nondalton Airport,-154.8394444,59.9788889
PTA, Port Alsworth Airport,-154.3186111,60.2041667
ABQ, Albuquerque International Sunport,-106.6109675,35.03766945
AMA, Rick Husband Amarillo International,-101.7018472,35.21937225
ATL, Hartsfield-Jackson Atlanta International,-84.42927119,33.63779875
BOI, Boise Air Terminal,-116.247689,43.589116
BUF, Buffalo Niagara International,-78.7307523,42.9402016
BWI, Baltimore/Washington International Thurgood Marshall,-76.669676,39.182667
CHS, Charleston AFB/International,5.561121,51.74178
CLE, Cleveland-Hopkins International,-81.85120214,41.40661855
CLT, Charlotte Douglas International,-80.94574352,35.21074145
CMH, John Glenn Columbus International,-82.89304061,39.99705605
CRP, Corpus Christi International,-97.50657535,27.7702374
DCA, Ronald Reagan Washington National,-98.488142,29.616823
DEN, Denver International,-104.6753277,39.8501877
DSM, Des Moines International,-93.65927182,41.534256
DTW, Detroit Metro Wayne County,-83.14095063,42.32362485
ECP, Northwest Florida Beaches International,-85.797301,30.352373
ELP, El Paso International,-56.1649811,-34.9077048
FLL, Fort Lauderdale-Hollywood International,-80.15099673,26.072017
GEG, Spokane International,-117.5423667,47.62004405
GSP, Greenville-Spartanburg International,-82.21722846,34.8954456
IND, Indianapolis International,-86.29508389,39.7162533
ISP, Long Island MacArthur,124.996387,10.8347887
BHD, Belfast City,-5.9302761,54.5964411
LBB, Lubbock Preston Smith International,-101.8267058,33.6650235
MAF, Midland International Air and Space Port,-102.2099027,31.9460261
MDW, Chicago Midway International,-87.75082779,41.78544375
MKE, General Mitchell International,-117.1826633,32.851404
MSP, Minneapolis-St Paul International,-93.201195,44.879464
MSY, Louis Armstrong New Orleans International,-90.259552,29.994929
OAK, Metropolitan Oakland International,-122.2170744,37.7221623
OMA, Eppley Airfield,-95.88987091,41.3011252
ORF, Norfolk International,1.281815694,52.67646
PIT, Pittsburgh International,-80.23702449,40.49178275
PWM, Portland International Jetport,-70.31441956,43.6461777
RDU, Raleigh-Durham International,-78.78723822,35.88036145
RNO, Reno/Tahoe International,-119.7733319,39.4986462
ROC, Greater Rochester International,-77.67269339,43.1161699
SEA, Seattle/Tacoma International,-122.3080159,47.4475673
SFO, San Francisco International,-122.389347,37.61567945
SLC, Salt Lake City International,-111.9798985,40.7900661
SMF, Sacramento International,121.0032349,14.4491862
TUS, Tucson International,-110.9393878,32.11237945
YKA, Kamloops Airport,-120.4479059,50.70379125
BFI, Boeing Field/King County International,-122.297456,47.532386
NCE, Nice Cote D Azur,7.2683912,43.7009358
SGD, Sonderborg Airport,9.794377062,54.9624312
PPG, Pago Pago International,-170.7159686,-14.3347658
BMA, Bromma,16.0202222,59.0591152
BQH, Biggin Hill,0.0327167,51.3166288
CIW, Canouan Airport,-61.3452588,12.7006118
FRG, Republic,-97.6580834,39.8266503
HEL, Helsinki Vantaa,24.9472068,60.32135905
LIN, Milano Linate,9.280153906,45.46099835
MRS, Marseille Provence,5.444225254,43.3057082
NAS, Lynden Pindling International,-77.47012287,25.03933675
CHA, Lovell Field,-85.20163697,35.0323918
CPS, Bi-State Parks,-111.9485469,35.260615
LBG, Paris Le Bourget,2.4220457,48.9434494
MAD, Adolfo Suarez Madrid Barajas,-3.574080621,40.4948384
MIA, Miami International,-80.37628167,25.75533775
PDK, Dekalb Peachtree,-84.3893404,33.7544617
PSP, Palm Springs International,-116.5096391,33.83029665
SCF, Scottsdale,-111.9260184,33.4942189
TLH, Tallahassee International,-84.35700873,30.40016355
EGE, Eagle County Regional,-106.9179215,39.64258335
ORL, Executive,123.9875598,12.9721799
SJO, Juan Santamaria International,-84.21192521,9.99332715
SXM, Princess Juliana International,-63.11185168,18.04087385
TMB, Miami Executive,120.9334773,14.3873697
YVR, Vancouver International,-123.1798642,49.193044
SRQ, Sarasota/Bradenton International,-82.55407423,27.39598835
MEX, Licenciado Benito Juarez International,-108.322535,26.70721
CPX, Benjamin Rivera Noriega,-65.30421884,18.31337195
VQS, Antonio Rivera Rodriguez,-56.0928408,-34.8926788
MRY, Monterey Regional,-121.841903,36.58705795
MCO, Orlando International,-81.3094431,28.41290355
AUA, Reina Beatrix International,-70.01412635,12.50213495
CUN, Cancun International,90.41175781,23.9012404
PTY, Tocumen International,-79.38150312,9.0668011
EIS, Terrance B Lettsome,-64.53946734,18.4457823
JRV, Jose Aponte de la Torre,-4.701135,40.662421
STT, Cyril E King,-64.97245365,18.33476905
ASE, Aspen Pitkin County Sardy Field,-106.866973,39.2208967
BFL, Meadows Field,-122.8006676,50.3205212
CLM, William R. Fairchild International,-123.5048266,48.12098895
ANU, V C Bird International,-61.790408,17.137454
AUG, Augusta State,-81.9748429,33.4709714
B21, Sugarloaf Regional,-123.6035635,48.4149594
BVY, Beverly Regional,-123.1302467,49.28437685
CDW, Essex County,-73.7542043,44.0638879
DXR, Danbury Municipal,-73.4813987,41.37212025
GAI, Montgomery County Airpark,-77.16268583,39.16741295
LRM, Casa de Campo International,-68.91333886,18.45180335
MMU, Morristown Municipal,-6.599497559,53.2354158
NPT, Newport State,-71.3137707,41.4899827
OXC, Waterbury Oxford,-73.1348331,41.479263
SBH, Saint Barthelemy Airport,-62.84405046,17.9042856
SYR, Syracuse Hancock International,-76.11914451,43.1141752
BFM, Mobile Downtown,-83.5388476,41.6523768
OGG, Kahului Airport,-156.4328645,20.89527825
POP, Gregorio Luperon International,-70.56892495,19.75754625
ASD, Fresh Creek,-77.7857673,24.7249161
BS3, Baker Bay Airport,-124.0051579,46.3152343
MHH, Leonard M Thompson International,-79.614362,43.579217
ANC, Ted Stevens Anchorage International,-149.9978919,61.18103525
GAM, Gambell Airport,-171.73268,63.7663034
GLV, Golovin Airport,-163.0394444,64.5433333
KKA, Koyuk Alfred Adams,-161.1590748,64.9349025
KTS, Brevig Mission Airport,-166.4703799,65.331951
OME, Nome Airport,-165.4560374,64.5124643
PEC, Pelican Seaplane Base,-136.2303745,57.9571727
HYG, Hydaburg Seaplane Base,-132.8283,55.2064
PPV, Port Protection Airport,-133.6225,56.3516667
WHD, Hyder Seaplane Base,-130.0118303,55.9041568
WRG, Wrangell Airport,-132.3771272,56.4861846
YYJ, Victoria International,79.88495823,6.84264905
HBG, Hattiesburg Bobby L. Chain Municipal,-89.25177193,31.2633274
MQY, Smyrna Airport,-86.51666306,36.00934045
SWF, New York Stewart International,-74.1212028801658,41.5020532
UGN, Waukegan National,-87.8674836703092,42.42100275
JNU, Juneau International,-134.580193001754,58.3566191
HUS, Hughes Airport,-154.2630556,66.0411111
BTT, Bettles Airport,-151.5282119,66.9157348
TAL, Ralph M Calhoun Memorial,-152.10899353,65.1744003296
WBQ, Beaver Airport,-147.4011111,66.3613889
ELV, Elfin Cove Seaplane Base,-136.3474,58.1952
AKI, Akiak Airport,-161.2268225,60.9052437
KWN, Quinhagak Airport,-161.8403647,59.7520817
SXP, Nunam Iqua,-164.848073657513,62.52012525
ADQ, Kodiak Airport,-152.4936111,57.7497222
DGB, Danger Bay Airport,-152.75,58.0833333
KOZ, Ouzinkie Airport,-152.466975773406,57.94227435
KPR, Port Williams Airport,-152.5828228,58.490845
KWP, West Point Village,-153.5468154,57.7705374
KYK, Karluk Airport,-154.4515784,57.5661517
ORI, Port Lions Airport,-152.8459930419922,57.885398864746094
SVS, Stevens Village Airport,-149.052052697633,66.0175314
DLG, Dillingham Airport,-158.5112028,59.0433568
EHM, Cape Newenham LRRS,-162.06300354,58.646400451699996
SCM, Scammon Bay Airport,-165.580162296183,61.84471315
SNP, St. Paul Island,-170.221924675276,57.1674267
WWT, Newtok Airport,-164.642168236667,60.9398817
CKX, Chicken Airport,-141.952838874815,64.06816475
KEK, Ekwok Airport,-157.4736499,59.3532975
KMO, Manokatak Seaplane Base,-158.8990193,58.9359738
AZI, Al Bateen Executive,54.458099365234375,24.428300857543945
NUE, Nuernberg,11.0781063311603,49.49826845
CYF, Chefornak Airport,-164.2822542,60.1380766
SCC, Deadhorse Airport,-148.4649963,70.19470215
ERI, Erie International/Tom Ridge Field,-80.1738667488,42.0831270134
HVN, Tweed New Haven,-72.8852197135109,41.2621543
OCA, Ocean Reef Club,-80.274803161621,25.325399398804
YOW, Ottawa Macdonald Cartier International,-75.6599865641067,45.31596955
YUL, Pierre Elliott Trudeau International,-73.7425716609553,45.46873715
CCR, Buchanan Field,-122.055938072537,37.98926635
OXR, Oxnard,-119.207901749142,34.2001218
SAC, Sacramento Executive,-121.496983481638,38.5115488
SMO, Santa Monica Municipal,-118.45082030731,34.01641475
PQI, Presque Isle International,-68.04423,46.68892
FAR, Hector International,-96.8144880299697,46.9208925
SJD, Los Cabos International,-109.71885922205,23.152007
HSV, Huntsville International-Carl T Jones Field,-86.7638338837724,34.63699305
PUB, Pueblo Memorial,-104.503307959449,38.29844685
YWG, James Armstrong Richardson International,-97.2379281374448,49.91046085
KLL, Levelock Airport,-156.86113347994,59.12690265
DAL, Dallas Love Field,-96.851799,32.847099
HRL, Valley International,-97.6534846439368,26.23111485
ICT, Wichita Dwight D Eisenhower National,-97.432263303093,37.649253
FRA, Frankfurt Main,8.52493815191621,50.0229437
BGI, Grantley Adams International,-59.4879459797302,13.0772788
MCI, Kansas City International,-94.7211899174345,39.3023103
OKC, Will Rogers World,-97.6053442508241,35.3848053
PNS, Pensacola International,-87.188085929191,30.4725975
SNA, John Wayne Airport-Orange County,-117.868014807705,33.6742056
STL, St Louis Lambert International,-90.3701407104496,38.74957195
CPH, Kastrup,12.6509822483935,55.6091282
FAB, Farnborough Airport,-0.7704595,51.2786335
LTN, London Luton,-0.366457329243683,51.87814035
SNN, Shannon Airport,-8.92072099879974,52.69960575
APC, Napa County,-122.276571329547,38.216488
BMI, Central Il Regional Airport at Bloomington,-88.9131297841723,40.4770257
DPA, Du Page County,-88.2521833326609,41.90513465
JAC, Jackson Hole,-110.738032484948,43.6087926
KOA, Ellison Onizuka Kona International at Keahole,-156.042295981221,19.743906
MDT, Harrisburg International,-76.7529458728775,40.1932098
TTN, Trenton Mercer,-74.8138214,40.2771309
GGT, Exuma International,-75.87650228984,23.5624053
BGD, Hutchinson County,-101.392979457125,35.7011707
BTV, Burlington International,-73.15329742429999,44.471900939899996
HGR, Hagerstown Regional-Richard A. Henson Field,-77.7267563770384,39.70883285
TRI, Tri Cities,-82.407401,36.475201
SFB, Orlando Sanford International,-81.2432960298642,28.7754331
KQA, Akutan Airport,-165.7784786,54.133969
PHO, Point Hope Airport,-166.7989959716797,68.34880065917969
OBU, Kobuk Airport,-156.8861424,66.910468
DOF, Dora Bay Airport,-132.2666667,55.2125
MTM, Metlakatala,-131.578003,55.131001
UST, Northeast Florida Regional,128.894775198078,71.69812985
KBC, Birch Creek Airport,-145.824005127,66.2740020752
KLW, Klawock Airport,-133.074050239746,55.57910895
ATT, Atmautluak Airport,-162.2734311,60.8631043
WNA, Napakiak Airport,-161.978493274786,60.68892655
KKB, Kitoi Bay Airport,-152.3705,58.1908
TWA, Twin Hills Airport,-160.2757533,59.0744783
CZN, Chisana Airport,-142.0479492,62.0729035
TOG, Togiak Airport,-160.3965272,59.0531144
AAN, Al Ain International,55.6164776710204,24.26567745
KEF, Keflavik International,-22.6265837402411,63.98486065
BTI, Barter Island Airport,-143.582000732,70.1340026855
RBY, Ruby Airport,-155.4622222,64.7297222
RDV, Red Devil Airport,-157.3430686,61.785049
SLQ, Sleetmute Airport,-157.1660004,61.7005005
SRV, Stony River Airport,-156.5912304,61.7860128
VAK, Chevak Airport,-165.599920912008,61.54164765
APF, Naples Municipal,-81.7739413804886,26.1523225
CKV, Outlaw Field,-87.4162929611145,36.62305255
FXE, Fort Lauderdale Executive,-80.1703238,26.1975835
2CA, Delano Municipal,-119.23699951171875,35.745601654052734
SNS, Salinas Municipal,-121.608949405443,36.66286415
SKB, Robert L Bradshaw International,-62.7180023394104,17.3113064
MXY, McCarthy Airport,-142.897613,61.4394256
FNT, Bishop International,-83.745631779992,42.9607553
PDB, Pedro Bay Airport,-154.1298777,59.7962114
MWH, Grant County International,-119.315467250581,47.2054452
BKL, Burke Lakefront,-81.6811324115242,41.5188169
BZN, Bozeman Yellowstone International,-111.156979627835,45.78359005
JRA, West 30th Street Heliport,-74.0071572297714,40.75477515
RIL, Rifle Garfield County,-107.726997,39.526299
PLS, Providenciales International,-72.2688841868252,21.77415335
STS, Charles M. Schulz - Sonoma County,-122.814813690718,38.50917815
FOK, Francis S. Gabreski,-72.6321566660064,40.84284135
LYH, Lynchburg Regional/Preston Glenn Field,-79.2066029700488,37.3221732
OWD, Norwood Memorial,45.2001235533002,20.50258215
TVI, Thomasville Regional,-83.881049,30.9013063
VSF, Hartness State,-72.5182965,43.343092
YQB, Quebec Jean Lesage International,-71.3843694246076,46.7931871
DSI, Destin Executive,-86.4705373409189,30.3997194
CXY, Cat Cay Airport,-76.85317162803,40.21675155
FPO, Grand Bahama International,-78.6955864137168,26.55651275
PPC, Prospect Creek Airport,-150.64399719238,66.814102172852
TLA, Teller Airport,-166.339303132628,65.24050875
GST, Gustavus Airport,-135.706311324844,58.42377065
CDB, Cold Bay Airport,-162.7198441,55.2014611
DAB, Daytona Beach International,-81.0542694344769,29.1816439
SUA, Witham Field,-80.22109985,27.18169975
ARC, Arctic Village Airport,-145.578995,68.1147
EXI, Excursion Inlet Seaplane Base,-135.449005,58.420502
HYL, Hollis Seaplane Base,-132.6243901,55.4903557
ZXM, Saltery Cove Airport,-132.3291667,55.40861111
RMP, Rampart Airport,-150.139102458219,65.50719735
DUT, Unalaska Airport,-166.544006348,53.900100708
KPV, Perryville Airport,-159.1618786,55.906359
WSN, South Naknek 2,-156.999967864055,58.6995042
TYE, Tyonek Airport,-151.13800048828,61.076698303223
IAH, George Bush Intercontinental/Houston,-95.3322023535375,29.9839236
CPR, Casper/Natrona County International,-106.464526379267,42.9054165
ILM, Wilmington International,-77.9025,34.2705
SLK, Adirondack Regional,-74.204655569888,44.38940195
YLW, Kelowna Airport,-119.379539958414,49.9567037
AZ3, Glendale Municipal,-112.29499816894531,33.52690124511719
NUQ, Moffett Federal Airfield,-122.04871522022,37.4169212
CDV, Merle K Mudhole Smith,-145.473705260843,60.4916501
GSO, Piedmont Triad International,-79.9435685047784,36.1031477
DUB, Dublin Airport,-6.24759252207766,53.4288026
LPA, Gran Canaria,-15.3891820716095,27.92879945
SVD, E. T. Joshua,-61.210899,13.1443
ADS, Addison,-96.8366773931934,32.9699986
CLD, McClellan-Palomar,-117.281400145984,33.12754605
ISM, Kissimmee Gateway,-81.4367788,28.2903286
LIH, Lihue Airport,-159.33900451660156,21.97599983215332
TXK, Texarkana Regional-Webb Field,-93.9902501942041,33.45252615
AZS, El Catey International,-69.7411333489156,19.2687701
MAZ, Eugenio Maria de Hostos,-67.1471232418093,18.25549555
PGO, Stevens Field,-107.057155399199,37.28460005
MOB, Mobile Regional,-88.2411574906623,30.69214065
GUM, Guam International,144.802060253526,13.4864902
BS1, Goat Cay Airport,9.2814924,45.4347162
GHB, Governors Harbour Airport,-76.3236893942552,25.27918445
LUR, Cape Lisburne LRRS,-166.1100006,68.87509918
PTD, Port Alexander Airport,-134.6470219,56.2467548
CGA, Craig Seaplane Base,-133.1474108,55.4789622
LKE, Lake Union Terminal,-122.3386993,47.6283963
MGM, Montgomery Regional,-86.390385251668,32.2967059
MHM, Minchumina Airport,-152.302002,63.886002
EEK, Eek Airport,-162.043957804885,60.21367395
CZF, Cape Romanzof LRRS,-166.040404011051,61.7803453
KGK, Koliganek Airport,-157.2673893,59.7265822
SQA, Santa Ynez Airport,-120.075598406738,34.60690235
TYS, McGhee Tyson,-83.9988481043115,35.809553
GJT, Grand Junction Regional,-108.524449203066,39.1234158
STI, Cibao International,-70.6037219226044,19.405476
SUN, Friedman Memorial,-114.2959976,43.50439835
VIE, Vienna International,16.5848987032657,48.10499675
VKO, Vnukovo,37.2735708937034,55.5995362
FDH, Friedrichshafen Airport,9.51098121192751,47.6711274
STP, St. Paul Downtown Holman Field,-93.060933634915,44.933328
CSL, Cabo San Lucas International,-109.936996,22.947701
LIR, Daniel Oduber International,-85.544957411149,10.5929564
PUJ, Punta Cana International,-68.3666642350135,18.56975085
BQN, Rafael Hernandez,-67.1342158768778,18.49346055
PVR, Licenciado Gustavo Diaz Ordaz International,-105.2533,20.6798
ABE, Lehigh Valley International,-75.442253868383,40.6511631
TEX, Telluride Regional,-107.908828778557,37.95382475
BTR, Baton Rouge Metropolitan/Ryan Field,-91.1503775351041,30.5319743
BIM, Bimini International,-79.2647018433,25.6998996735
PIE, St Pete Clearwater International,-82.68740082,27.91020012
WTK, Noatak Airport,-162.9729713,67.5662264
SGF, Springfield-Branson National,-93.3889140611615,37.24298375
HNS, Haines Airport,-135.517915163683,59.2434706
BCT, Boca Raton Public,-80.1084333727273,26.3785634
TBN, Waynesville-St. Robert Regional Forney Field,-92.1391957940206,37.739739
USA, Concord Padgett Regional,-80.709099,35.387798
HNH, Hoonah Airport,-135.4118093,58.0977585
UGI, Uganik Airport,-153.3203755,57.7331324
EGX, Egegik Airport,-157.3747803,58.1865933
JHM, Kapalua Airport,-156.673235043979,20.9629093
ATK, Atqasuk Edward Burnell Sr. Memorial,-157.43600463867188,70.46730041503906
GND, Maurice Bishop International,-61.7856721257731,12.0047984
DQL, Lake Hood,-149.965442,61.186946
STR, Stuttgart Airport,9.22196006775,48.689899444599995
ZRH, Zurich Airport,8.55320468322713,47.4635489
SDM, Brown Field Municipal,-116.9795567568,32.57272615
YCD, Nanaimo Airport,-123.870771707254,49.05294715
BHX, Birmingham Airport,-1.74387875226343,52.45417725
TLS, Toulouse Blagnac,1.36349369695019,43.631586
USH, Islas Malvinas,-68.3090932502477,-54.8417149
EYW, Key West International,-81.7596160347508,24.5554773
SPI, Abraham Lincoln Capital,-89.6795659461598,39.84368615
RDM, Roberts Field,-121.149068689281,44.25408195
ZXU, Quonset State,-71.412101745605,41.597099304199
KVL, Kivalina Airport,-164.561402,67.7354927
TNC, Tin City LRRS,-167.9224086,65.5639463
KAE, Kake Seaplane Base,-133.945999,56.973
AXA, Clayton J Lloyd,-63.0560818822407,18.2054832
GA9, Cartersville Airport,-84.84870147705078,34.12310028076172
MTY, General Mariano Escobedo International,-100.108425097242,25.7759627
ORD, Chicago O'Hare International,-87.9093214128281,41.9779849
MKK, Molokai,-157.096216139006,21.15264475
AIN, Wainwright Airport,-160.015027949006,70.63790295
BKC, Buckland Airport,-161.1492319,65.9815616
YQU, Grande Prairie Airport,-118.878292425329,55.1800502
CXL, Calexico International,-115.518821076932,32.6680124
SQL, San Carlos Airport,-122.250869367143,37.51262195
